車両形式,エンジン位置・駆動軸位置,全長,全幅,全高,ホイールベース,最低地上高,車両重量(kg),定員(名),車名,グレード,エンジンサイクル,使用燃料,気筒数配置,弁機構,総排気量(cc),最高出力(kw),最大トルク(Nm),燃料タンク容量(?),トランスミッション,タイヤ規格,10・15モード燃費(km/?),最小回転半径(m),東京標準現金価格(円),タイプ,外観写真,運転席写真
ER3P,FF,4680,1870,1645,2750,205,1640,5,CX-7,(6AT),4G,P,直4,DOHC,2360,175,350,69,EAT,235/60R18,9.1,5.7,"3,060,000",SUV,cx7_ov.jpg,cx7_drv.jpg
ER3P,FF,4680,1870,1645,2750,205,1640,5,CX-7,クルージングパッケージ (6AT),4G,P,直4,DOHC,2360,175,350,69,EAT,235/60R18,9.1,5.7,"3,400,000",SUV,cx7_ov.jpg,cx7_drv.jpg
ER3P,4WD,4680,1870,1645,2750,205,1740,5,CX-7,4WD (6AT),4G,P,直4,DOHC,2360,175,350,69,EAT,235/60R18,8.9,5.7,"3,320,000",SUV,cx7_ov.jpg,cx7_drv.jpg
ER3P,4WD,4680,1870,1645,2750,205,1740,5,CX-7,4WD クルージングパッケージ (6AT),4G,P,直4,DOHC,2360,175,350,69,EAT,235/60R18,8.9,5.7,"3,660,000",SUV,cx7_ov.jpg,cx7_drv.jpg
BK5P,FF,4480,1745,1465,2640,145,1210,5,アクセラセダン,15F (4AT),4G,R,直4,DOHC,1498,84,140,55,EAT,195/65R15,17.4,5.2,"1,600,000",セダン,axela_se_ov.jpg,axela_se_drv.jpg
BK5P,FF,4480,1745,1465,2640,145,1190,5,アクセラセダン,15C (5MT),4G,R,直4,DOHC,1498,84,140,55,MT,195/65R15,18.0,5.2,"1,560,750",セダン,axela_se_ov.jpg,axela_se_drv.jpg
BKEP,FF,4480,1745,1465,2640,145,1250,5,アクセラセダン,20C (4AT),4G,R,直4,DOHC,1998,110,183,55,EAT,195/65R15,14.2,5.2,"1,890,000",セダン,axela_se_ov.jpg,axela_se_drv.jpg
BKEP,FF,4510,1745,1465,2640,145,1260,5,アクセラセダン,20S (4AT),4G,R,直4,DOHC,1998,110,183,55,EAT,205/50R16,14.2,5.2,"2,060,000",セダン,axela_se_ov.jpg,axela_se_drv.jpg
BKEP,4WD,4480,1745,1510,2640,140,1380,5,アクセラセダン,20F 4WD (4AT),4G,R,直4,DOHC,1998,105,179,55,EAT,195/70R15,11.6,5.2,"1,980,000",セダン,axela_se_ov.jpg,axela_se_drv.jpg
GGEP,FF,4675,1780,1430,2675,135,1360,5,アテンザセダン,20F  (5AT),4G,R,直4,DOHC,1998,110,182,64,EAT,195/65R15,14.2,5.4,"1,932,000",セダン,atenza_se_ov.jpg,atenza_se_drv.jpg
GGEP,FF,4675,1780,1430,2675,135,1360,5,アテンザセダン,20C  (5AT),4G,R,直4,DOHC,1998,110,182,64,EAT,195/65R15,14.2,5.4,"2,142,000",セダン,atenza_se_ov.jpg,atenza_se_drv.jpg
GGEP,FF,4675,1780,1430,2675,135,1360,5,アテンザセダン,20E  (5AT),4G,R,直4,DOHC,1998,110,182,64,EAT,195/65R15,14.2,5.4,"2,247,000",セダン,atenza_se_ov.jpg,atenza_se_drv.jpg
GG3P,FF,4675,1780,1430,2675,135,1380,5,アテンザセダン,23EX  (5AT),4G,P,直4,DOHC,2260,131,215,64,EAT,205/55R16,12.6,5.4,"2,457,000",セダン,atenza_se_ov.jpg,atenza_se_drv.jpg
NCEC,FR,3995,1720,1245,2330,135,1090,2,ロードスター,(5MT),4G,P,直4,DOHC,1998,125,189,50,MT,205/50R16,13.4,4.7,"2,200,000",スペシャリティ,roadster_ov.jpg,roadster_drv.jpg
NCEC,FR,3995,1720,1245,2330,135,1100,2,ロードスター,RS (6MT),4G,P,直4,DOHC,1998,125,189,50,MT,205/45R17,13.0,4.7,"2,500,000",スペシャリティ,roadster_ov.jpg,roadster_drv.jpg
NCEC,FR,3995,1720,1245,2330,135,1110,2,ロードスター,VS (6AT),4G,P,直4,DOHC,1998,122,189,50,EAT,205/50R16,11.8,4.7,"2,600,000",スペシャリティ,roadster_ov.jpg,roadster_drv.jpg
NCEC,FR,3995,1720,1255,2330,135,1140,2,ロードスター,RHT (6AT),4G,P,直4,DOHC,1998,122,189,50,EAT,205/50R16,11.8,4.7,"2,500,000",スペシャリティ,roadster_ov.jpg,roadster_drv.jpg
NCEC,FR,3995,1720,1255,2330,135,1140,2,ロードスター,RS RHT (6MT),4G,P,直4,DOHC,1998,125,189,50,MT,205/45R17,13.0,4.7,"2,700,000",スペシャリティ,roadster_ov.jpg,roadster_drv.jpg
NCEC,FR,3995,1720,1255,2330,135,1140,2,ロードスター,VS RHT (6AT),4G,P,直4,DOHC,1998,122,189,50,EAT,205/50R16,11.8,4.7,"2,800,000",スペシャリティ,roadster_ov.jpg,roadster_drv.jpg
SE3P,FR,4435,1770,1340,2700,135,1310,4,RX-8,(5MT),4RoG,P,直2,,1308,154,222,61,MT,225/55R16,10.0,5.3,"2,530,500",スペシャリティ,rx8_ov.jpg,rx8_drv.jpg
SE3P,FR,4435,1770,1340,2700,135,1340,4,RX-8,(6AT),4RoG,P,直2,,1308,158,216,61,EAT,225/55R16,9.0,5.3,"2,532,000",スペシャリティ,rx8_ov.jpg,rx8_drv.jpg
SE3P,FR,4435,1770,1340,2700,135,1340,4,RX-8,タイプE (6AT),4RoG,P,直2,,1308,158,216,61,EAT,225/55R16,9.0,5.3,"2,929,500",スペシャリティ,rx8_ov.jpg,rx8_drv.jpg
SE3P,FR,4435,1770,1340,2700,135,1310,4,RX-8,タイプ S (6MT),4RoG,P,直2,,1308,184,216,61,MT,225/45R18,9.4,5.3,"2,898,000",スペシャリティ,rx8_ov.jpg,rx8_drv.jpg
HB24S,FF,3395,1475,1500,2360,150,730,4,キャロル,GⅡ(5MT),4G,R,直3,DOHC,658,40,61,30,MT,155/65R13,24.0,4.1,"811,650",軽自動車,alto_ov.jpg,alto_drv.jpg
HB24S,FF,3395,1475,1500,2360,150,770,4,キャロル,X (3AT),4G,R,直3,DOHC,658,40,61,30,AT,155/65R13,21.5,4.1,"1,005,900",軽自動車,alto_ov.jpg,alto_drv.jpg
HB24S,4WD,3395,1475,1500,2360,150,820,4,キャロル,X 4WD (4AT),4G,R,直3,DOHC,658,40,61,30,AT,155/65R13,19.8,4.1,"1,134,000",軽自動車,alto_ov.jpg,alto_drv.jpg
HF21S,FF,3395,1475,1505,2360,155,790,4,スピアーノ,GS (4AT),4G,R,直3,DOHC,658,40,63,30,AT,155/65R13,19.8,4.2,"1,030,050",軽自動車,lapin_ov.jpg,lapin_drv.jpg
HF21S,FF,3395,1475,1505,2360,155,790,4,スピアーノ,XS (4AT),4G,R,直3,DOHC,658,40,63,30,AT,155/65R13,19.8,4.2,"1,174,950",軽自動車,lapin_ov.jpg,lapin_drv.jpg
HF21S,4WD,3395,1475,1505,2360,150,850,4,スピアーノ,GS 4WD (4AT),4G,R,直3,DOHC,658,47,106,30,AT,165/55R14,16.4,4.6,"1,389,150",軽自動車,lapin_ov.jpg,lapin_drv.jpg
MJ22S,FF,3395,1475,1645,2360,150,810,4,AZワゴン,FX (5MT),4G,R,直3,DOHC,658,40,63,30,MT,155/65R13,23.5,4.1,"924,000",軽自動車,wagonr_ov.jpg,wagonr_drv.jpg
MJ22S,FF,3395,1475,1635,2360,145,830,4,AZワゴン,FT-S スペシャル (4AT),4G,R,直3,DOHC,658,44,83,30,AT,165/55R14,18.8,4.4,"1,299,900",軽自動車,wagonr_ov.jpg,wagonr_drv.jpg
MJ22S,4WD,3395,1475,1655,2360,150,870,4,AZワゴン,FA 4WD (4AT),4G,R,直3,DOHC,658,40,63,30,AT,155/65R14,18.8,4.4,"1,052,100",軽自動車,wagonr_ov.jpg,wagonr_drv.jpg
MJ22S,4WD,3395,1475,1645,2360,145,880,4,AZワゴン,FT-S スペシャル4WD (4AT),4G,R,直3,DOHC,658,40,63,30,AT,155/65R14,18.8,4.4,"1,417,500",軽自動車,wagonr_ov.jpg,wagonr_drv.jpg
DG64W,FF,3395,1475,1880,2400,155,930,4,スクラムワゴン,ハイルーフ PX (3AT),4G,R,直3,DOHC,658,36,63,40,AT,155/70R13,15.8,4.5,"1,244,250",軽自動車,every_wagon_ov.jpg,
DG64W,4WD,3395,1475,1795,2400,150,1010,4,スクラムワゴン,ロールーフ PZ ターボ 4WD  (3AT),4G,R,直3,DOHC,658,47,103,40,AT,155/70R13,15.0,4.5,"1,638,000",軽自動車,every_wagon_ov.jpg,
JM23W,4WD,3395,1475,1715,2250,200,990,4,AZオフロード,XC 4WD (5MT),4G,R,直3,DOHC,658,47,103,40,MT,175/80R16,16.4,4.8,"1,472,100",軽自動車,jimny_ov.jpg,
JM23W,4WD,3395,1475,1715,2250,200,1000,4,AZオフロード,XC 4WD (4AT),4G,R,直3,DOHC,658,47,103,40,AT,175/80R16,14.8,4.8,"1,580,250",軽自動車,jimny_ov.jpg,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
